,Country,POL,Year,Value
71811,United Kingdom,CO,2001,3247.078
71812,United Kingdom,CO,2002,2985.704
71813,United Kingdom,CO,2003,2710.083
71814,United Kingdom,CO,2004,2500.513
71815,United Kingdom,CO,2005,2256.219
71816,United Kingdom,CO,2006,2005.796
71817,United Kingdom,CO,2007,1845.721
71818,United Kingdom,CO,2008,1643.843
71819,United Kingdom,CO,2009,1232.891
71820,United Kingdom,CO,2010,1123.097
71821,United Kingdom,CO,2011,973.11
71822,United Kingdom,CO,2012,887.561
71823,United Kingdom,CO,2013,803.694
71824,United Kingdom,CO,2014,748.52
71825,United Kingdom,CO,2015,718.985
71826,United Kingdom,CO,2016,685.074
71827,United Kingdom,CO,2017,661.975
71828,United Kingdom,CO,2018,629.709
71829,United Kingdom,CO,2019,611.704
71831,United Kingdom,CO,1990,5789.127
71832,United Kingdom,CO,1991,5884.945
71833,United Kingdom,CO,1992,5743.551
71834,United Kingdom,CO,1993,5554.417
71835,United Kingdom,CO,1994,5045.904
71836,United Kingdom,CO,1995,4646.519
71837,United Kingdom,CO,1996,4718.226
71838,United Kingdom,CO,1997,4284.638
71839,United Kingdom,CO,1998,3940.596
71840,United Kingdom,CO,1999,3651.451
71841,United Kingdom,CO,2000,3186.567
71842,United Kingdom,CO,2001,2857.658
71843,United Kingdom,CO,2002,2603.469
71844,United Kingdom,CO,2003,2330.609
71845,United Kingdom,CO,2004,2098.4
71846,United Kingdom,CO,2005,1857.447
71847,United Kingdom,CO,2006,1604.233
71848,United Kingdom,CO,2007,1447.336
71849,United Kingdom,CO,2008,1261.566
71850,United Kingdom,CO,2009,887.595
71851,United Kingdom,CO,2010,758.32
71852,United Kingdom,CO,2011,611.505
71853,United Kingdom,CO,2012,542.472
71854,United Kingdom,CO,2013,465.487
71855,United Kingdom,CO,2014,387.066
71856,United Kingdom,CO,2015,344.838
71857,United Kingdom,CO,2016,297.127
71858,United Kingdom,CO,2017,258.219
71859,United Kingdom,CO,2018,224.017
71860,United Kingdom,CO,2019,202.825
71862,United Kingdom,CO,1990,359.925
71863,United Kingdom,CO,1991,346.717
71864,United Kingdom,CO,1992,350.628
71865,United Kingdom,CO,1993,352.805
71866,United Kingdom,CO,1994,366.641
71867,United Kingdom,CO,1995,371.438
71868,United Kingdom,CO,1996,373.835
71869,United Kingdom,CO,1997,376.192
71870,United Kingdom,CO,1998,371.967
71871,United Kingdom,CO,1999,380.436
71872,United Kingdom,CO,2000,385.492
71873,United Kingdom,CO,2001,389.42
71874,United Kingdom,CO,2002,382.235
71875,United Kingdom,CO,2003,379.473
71876,United Kingdom,CO,2004,402.113
71877,United Kingdom,CO,2005,398.772
71878,United Kingdom,CO,2006,401.563
71879,United Kingdom,CO,2007,398.385
71880,United Kingdom,CO,2008,382.277
71881,United Kingdom,CO,2009,345.296
71882,United Kingdom,CO,2010,364.778
71883,United Kingdom,CO,2011,361.605
71884,United Kingdom,CO,2012,345.089
71885,United Kingdom,CO,2013,338.207
71886,United Kingdom,CO,2014,361.454
71887,United Kingdom,CO,2015,374.147
71888,United Kingdom,CO,2016,387.947
71889,United Kingdom,CO,2017,403.756
71890,United Kingdom,CO,2018,405.692
71891,United Kingdom,CO,2019,408.879
71893,United Kingdom,CO,1990,2239.25
71894,United Kingdom,CO,1991,2275.312
71895,United Kingdom,CO,1992,2128.742
71896,United Kingdom,CO,1993,2054.177
71897,United Kingdom,CO,1994,1943.604
71898,United Kingdom,CO,1995,1737.332
71899,United Kingdom,CO,1996,1751.77
71900,United Kingdom,CO,1997,1608.761
71901,United Kingdom,CO,1998,1544.849
71902,United Kingdom,CO,1999,1549.814
71903,United Kingdom,CO,2000,1383.296
71904,United Kingdom,CO,2001,1386.718
71905,United Kingdom,CO,2002,1152.683
71906,United Kingdom,CO,2003,1039.635
71907,United Kingdom,CO,2004,1002.568
71908,United Kingdom,CO,2005,957.218
71909,United Kingdom,CO,2006,986.725
71910,United Kingdom,CO,2007,950.719
71911,United Kingdom,CO,2008,911.053
71912,United Kingdom,CO,2009,794.439
71913,United Kingdom,CO,2010,791.025
71914,United Kingdom,CO,2011,767.865
71915,United Kingdom,CO,2012,799.712
71916,United Kingdom,CO,2013,870.223
71917,United Kingdom,CO,2014,850.428
71918,United Kingdom,CO,2015,827.18
71919,United Kingdom,CO,2016,727.362
71920,United Kingdom,CO,2017,747.128
71921,United Kingdom,CO,2018,770.109
71922,United Kingdom,CO,2019,740.39
71924,United Kingdom,CO,1990,113.031
71925,United Kingdom,CO,1991,111.001
71926,United Kingdom,CO,1992,108.213
71927,United Kingdom,CO,1993,98.503
71928,United Kingdom,CO,1994,106.373
71929,United Kingdom,CO,1995,105.161
71930,United Kingdom,CO,1996,103.252
71931,United Kingdom,CO,1997,43.464
71932,United Kingdom,CO,1998,60.837
71933,United Kingdom,CO,1999,53.373
71934,United Kingdom,CO,2000,64.76
71935,United Kingdom,CO,2001,67.551
71936,United Kingdom,CO,2002,65.33
71937,United Kingdom,CO,2003,70.553
71938,United Kingdom,CO,2004,71.633
71939,United Kingdom,CO,2005,73.56
71940,United Kingdom,CO,2006,79.888
71941,United Kingdom,CO,2007,79.41
71942,United Kingdom,CO,2008,77.081
71943,United Kingdom,CO,2009,67.614
71944,United Kingdom,CO,2010,70.995
71945,United Kingdom,CO,2011,71.575
71946,United Kingdom,CO,2012,84.48
71947,United Kingdom,CO,2013,80.677
71948,United Kingdom,CO,2014,67.934
71949,United Kingdom,CO,2015,59.991
71950,United Kingdom,CO,2016,39.913
71951,United Kingdom,CO,2017,36.972
71952,United Kingdom,CO,2018,48.21
71953,United Kingdom,CO,2019,38.215
71955,United Kingdom,CO,1990,1537.259
71956,United Kingdom,CO,1991,1610.952
71957,United Kingdom,CO,1992,1523.537
71958,United Kingdom,CO,1993,1575.282
71959,United Kingdom,CO,1994,1449.811
71960,United Kingdom,CO,1995,1238.674
71961,United Kingdom,CO,1996,1252.673
71962,United Kingdom,CO,1997,1163.169
71963,United Kingdom,CO,1998,1109.238
71964,United Kingdom,CO,1999,1118.315
71965,United Kingdom,CO,2000,937.734
71966,United Kingdom,CO,2001,938.389
71967,United Kingdom,CO,2002,785.638
71968,United Kingdom,CO,2003,716.456
71969,United Kingdom,CO,2004,712.241
71970,United Kingdom,CO,2005,671.343
71971,United Kingdom,CO,2006,655.595
71972,United Kingdom,CO,2007,615.989
71973,United Kingdom,CO,2008,600.305
71974,United Kingdom,CO,2009,545.22
71975,United Kingdom,CO,2010,543.584
71976,United Kingdom,CO,2011,524.474
71977,United Kingdom,CO,2012,556.596
71978,United Kingdom,CO,2013,602.695
71979,United Kingdom,CO,2014,591.518
71980,United Kingdom,CO,2015,591.385
71981,United Kingdom,CO,2016,530.765
71982,United Kingdom,CO,2017,546.955
71983,United Kingdom,CO,2018,565.936
71984,United Kingdom,CO,2019,545.388
71986,United Kingdom,CO,1990,542.557
71987,United Kingdom,CO,1991,533.035
71988,United Kingdom,CO,1992,556.921
71989,United Kingdom,CO,1993,529.969
71990,United Kingdom,CO,1994,535.031
71991,United Kingdom,CO,1995,529.595
71992,United Kingdom,CO,1996,512.458
71993,United Kingdom,CO,1997,488.583
71994,United Kingdom,CO,1998,466.537
71995,United Kingdom,CO,1999,467.294
71996,United Kingdom,CO,2000,388.259
71997,United Kingdom,CO,2001,409.366
71998,United Kingdom,CO,2002,346.049
71999,United Kingdom,CO,2003,329.529
72000,United Kingdom,CO,2004,351.681
72001,United Kingdom,CO,2005,365.311
72002,United Kingdom,CO,2006,357.41
72003,United Kingdom,CO,2007,329.923
72004,United Kingdom,CO,2008,314.613
72005,United Kingdom,CO,2009,282.22
72006,United Kingdom,CO,2010,247.022
72007,United Kingdom,CO,2011,252.526
72008,United Kingdom,CO,2012,273.454
72009,United Kingdom,CO,2013,302.302
72010,United Kingdom,CO,2014,322.723
72011,United Kingdom,CO,2015,312.503
72012,United Kingdom,CO,2016,252.756
72013,United Kingdom,CO,2017,255.492
72014,United Kingdom,CO,2018,259.517
72015,United Kingdom,CO,2019,252.638
72017,United Kingdom,CO,1990,994.702
72018,United Kingdom,CO,1991,1077.917
72019,United Kingdom,CO,1992,966.616
72020,United Kingdom,CO,1993,1045.313
72021,United Kingdom,CO,1994,914.78
72022,United Kingdom,CO,1995,709.079
72023,United Kingdom,CO,1996,740.215
72024,United Kingdom,CO,1997,674.586
72025,United Kingdom,CO,1998,642.701
72026,United Kingdom,CO,1999,651.021
72027,United Kingdom,CO,2000,549.475
72028,United Kingdom,CO,2001,529.023
72029,United Kingdom,CO,2002,439.59
72030,United Kingdom,CO,2003,386.927
72031,United Kingdom,CO,2004,360.56
72032,United Kingdom,CO,2005,306.032
72033,United Kingdom,CO,2006,298.185
72034,United Kingdom,CO,2007,286.066
72035,United Kingdom,CO,2008,285.692
72036,United Kingdom,CO,2009,263.0
72037,United Kingdom,CO,2010,296.562
72038,United Kingdom,CO,2011,271.948
72039,United Kingdom,CO,2012,283.142
72040,United Kingdom,CO,2013,300.393
72041,United Kingdom,CO,2014,268.794
72042,United Kingdom,CO,2015,278.882
72043,United Kingdom,CO,2016,278.008
72044,United Kingdom,CO,2017,291.463
72045,United Kingdom,CO,2018,306.42
72046,United Kingdom,CO,2019,292.751
72048,United Kingdom,CO,1990,304.41
72049,United Kingdom,CO,1991,295.129
72050,United Kingdom,CO,1992,284.92
72051,United Kingdom,CO,1993,290.767
72052,United Kingdom,CO,1994,296.523
72053,United Kingdom,CO,1995,303.176
72054,United Kingdom,CO,1996,305.795
72055,United Kingdom,CO,1997,314.549
72056,United Kingdom,CO,1998,286.598
72057,United Kingdom,CO,1999,303.299
72058,United Kingdom,CO,2000,306.14
72059,United Kingdom,CO,2001,295.159
72060,United Kingdom,CO,2002,245.351
72061,United Kingdom,CO,2003,194.703
72062,United Kingdom,CO,2004,165.913
72063,United Kingdom,CO,2005,158.611
72064,United Kingdom,CO,2006,195.786
72065,United Kingdom,CO,2007,199.239
72066,United Kingdom,CO,2008,182.274
72067,United Kingdom,CO,2009,131.215
72068,United Kingdom,CO,2010,124.953
72069,United Kingdom,CO,2011,122.588
72070,United Kingdom,CO,2012,110.489
72071,United Kingdom,CO,2013,137.478
72072,United Kingdom,CO,2014,142.845
72073,United Kingdom,CO,2015,129.463
72074,United Kingdom,CO,2016,106.38
72075,United Kingdom,CO,2017,117.016
72076,United Kingdom,CO,2018,109.968
72077,United Kingdom,CO,2019,111.16
72079,United Kingdom,CO,1990,56.004
72080,United Kingdom,CO,1991,52.74
72081,United Kingdom,CO,1992,49.665
72082,United Kingdom,CO,1993,49.905
72083,United Kingdom,CO,1994,56.062
72084,United Kingdom,CO,1995,54.933
72085,United Kingdom,CO,1996,54.721
72086,United Kingdom,CO,1997,53.613
72087,United Kingdom,CO,1998,53.075
72088,United Kingdom,CO,1999,39.442
72089,United Kingdom,CO,2000,39.898
72090,United Kingdom,CO,2001,29.128
72091,United Kingdom,CO,2002,20.986
72092,United Kingdom,CO,2003,23.089
72093,United Kingdom,CO,2004,19.098
72094,United Kingdom,CO,2005,20.017
72095,United Kingdom,CO,2006,22.167
72096,United Kingdom,CO,2007,23.137
72097,United Kingdom,CO,2008,19.555
72098,United Kingdom,CO,2009,19.209
72099,United Kingdom,CO,2010,20.691
72100,United Kingdom,CO,2011,18.642
72101,United Kingdom,CO,2012,18.105
72102,United Kingdom,CO,2013,19.51
72103,United Kingdom,CO,2014,18.861
72104,United Kingdom,CO,2015,16.941
72105,United Kingdom,CO,2016,21.126
72106,United Kingdom,CO,2017,17.18
72107,United Kingdom,CO,2018,17.163
72108,United Kingdom,CO,2019,17.164
72110,United Kingdom,CO,1990,190.773
72111,United Kingdom,CO,1991,168.583
72112,United Kingdom,CO,1992,126.07
72113,United Kingdom,CO,1993,3.962
72114,United Kingdom,CO,1994,0.0
72115,United Kingdom,CO,1995,0.0
72116,United Kingdom,CO,1996,0.0
72117,United Kingdom,CO,1997,0.0
72118,United Kingdom,CO,1998,0.0
72119,United Kingdom,CO,1999,0.0
72120,United Kingdom,CO,2000,0.0
72121,United Kingdom,CO,2001,0.0
72122,United Kingdom,CO,2002,0.0
72123,United Kingdom,CO,2003,0.0
72124,United Kingdom,CO,2004,0.0
72125,United Kingdom,CO,2005,0.0
72126,United Kingdom,CO,2006,0.0
72127,United Kingdom,CO,2007,0.0
72128,United Kingdom,CO,2008,0.0
72129,United Kingdom,CO,2009,0.0
72130,United Kingdom,CO,2010,0.0
72131,United Kingdom,CO,2011,0.0
72132,United Kingdom,CO,2012,0.0
72133,United Kingdom,CO,2013,0.0
72134,United Kingdom,CO,2014,0.0
72135,United Kingdom,CO,2015,0.0
72136,United Kingdom,CO,2016,0.0
72137,United Kingdom,CO,2017,0.0
72138,United Kingdom,CO,2018,0.0
72139,United Kingdom,CO,2019,0.0
72141,United Kingdom,CO,1990,37.773
72142,United Kingdom,CO,1991,36.908
72143,United Kingdom,CO,1992,36.338
72144,United Kingdom,CO,1993,35.757
72145,United Kingdom,CO,1994,34.834
72146,United Kingdom,CO,1995,35.388
72147,United Kingdom,CO,1996,35.33
72148,United Kingdom,CO,1997,33.967
72149,United Kingdom,CO,1998,35.101
72150,United Kingdom,CO,1999,35.385
72151,United Kingdom,CO,2000,34.764
72152,United Kingdom,CO,2001,56.49
72153,United Kingdom,CO,2002,35.379
72154,United Kingdom,CO,2003,34.834
72155,United Kingdom,CO,2004,33.684
72156,United Kingdom,CO,2005,33.688
72157,United Kingdom,CO,2006,33.289
72158,United Kingdom,CO,2007,32.944
72159,United Kingdom,CO,2008,31.838
72160,United Kingdom,CO,2009,31.18
72161,United Kingdom,CO,2010,30.801
72162,United Kingdom,CO,2011,30.585
72163,United Kingdom,CO,2012,30.043
72164,United Kingdom,CO,2013,29.862
72165,United Kingdom,CO,2014,29.271
72166,United Kingdom,CO,2015,29.401
72167,United Kingdom,CO,2016,29.178
72168,United Kingdom,CO,2017,29.005
72169,United Kingdom,CO,2018,28.83
72170,United Kingdom,CO,2019,28.463
72172,United Kingdom,CO,1990,100.0
72173,United Kingdom,CO,1991,101.415
72174,United Kingdom,CO,1992,98.028
72175,United Kingdom,CO,1993,94.911
72176,United Kingdom,CO,1994,87.695
72177,United Kingdom,CO,1995,80.532
72178,United Kingdom,CO,1996,81.588
72179,United Kingdom,CO,1997,74.742
72180,United Kingdom,CO,1998,69.828
72181,United Kingdom,CO,1999,66.541
72182,United Kingdom,CO,2000,59.075
72183,United Kingdom,CO,2001,55.241
72184,United Kingdom,CO,2002,49.335
72185,United Kingdom,CO,2003,44.702
72186,United Kingdom,CO,2004,41.762
72187,United Kingdom,CO,2005,38.309
72188,United Kingdom,CO,2006,35.675
72189,United Kingdom,CO,2007,33.337
72190,United Kingdom,CO,2008,30.458
72191,United Kingdom,CO,2009,24.169
72192,United Kingdom,CO,2010,22.819
72193,United Kingdom,CO,2011,20.755
72194,United Kingdom,CO,2012,20.115
72195,United Kingdom,CO,2013,19.955
72196,United Kingdom,CO,2014,19.062
72197,United Kingdom,CO,2015,18.432
72198,United Kingdom,CO,2016,16.838
72199,United Kingdom,CO,2017,16.798
72200,United Kingdom,CO,2018,16.688
72201,United Kingdom,CO,2019,16.119
72203,United Kingdom,CO,1990,146.553
72204,United Kingdom,CO,1991,148.105
72205,United Kingdom,CO,1992,142.797
72206,United Kingdom,CO,1993,137.946
72207,United Kingdom,CO,1994,127.132
72208,United Kingdom,CO,1995,116.421
72209,United Kingdom,CO,1996,117.664
72210,United Kingdom,CO,1997,107.514
72211,United Kingdom,CO,1998,100.17
72212,United Kingdom,CO,1999,95.114
72213,United Kingdom,CO,2000,84.152
72214,United Kingdom,CO,2001,78.389
72215,United Kingdom,CO,2002,69.71
72216,United Kingdom,CO,2003,62.876
72217,United Kingdom,CO,2004,58.433
72218,United Kingdom,CO,2005,53.191
72219,United Kingdom,CO,2006,49.197
72220,United Kingdom,CO,2007,45.605
72221,United Kingdom,CO,2008,41.325
72222,United Kingdom,CO,2009,32.562
72223,United Kingdom,CO,2010,30.499
72224,United Kingdom,CO,2011,27.51
72225,United Kingdom,CO,2012,26.486
72226,United Kingdom,CO,2013,26.112
72227,United Kingdom,CO,2014,24.753
72228,United Kingdom,CO,2015,23.747
72229,United Kingdom,CO,2016,21.515
72230,United Kingdom,CO,2017,21.337
72231,United Kingdom,CO,2018,21.07
72232,United Kingdom,CO,2019,20.242
72234,United Kingdom,NMVOC,1990,2929.185
72235,United Kingdom,NMVOC,1991,2887.331
72236,United Kingdom,NMVOC,1992,2803.417
72237,United Kingdom,NMVOC,1993,2683.636
72238,United Kingdom,NMVOC,1994,2527.568
72239,United Kingdom,NMVOC,1995,2389.107
72240,United Kingdom,NMVOC,1996,2343.375
72241,United Kingdom,NMVOC,1997,2241.954
72242,United Kingdom,NMVOC,1998,2108.808
72243,United Kingdom,NMVOC,1999,1907.836
72244,United Kingdom,NMVOC,2000,1769.287
72245,United Kingdom,NMVOC,2001,1673.315
72246,United Kingdom,NMVOC,2002,1568.559
72247,United Kingdom,NMVOC,2003,1467.026
72248,United Kingdom,NMVOC,2004,1353.428
72249,United Kingdom,NMVOC,2005,1262.533
72250,United Kingdom,NMVOC,2006,1204.326
72251,United Kingdom,NMVOC,2007,1157.839
72252,United Kingdom,NMVOC,2008,1068.887
72253,United Kingdom,NMVOC,2009,954.552
72254,United Kingdom,NMVOC,2010,915.78
72255,United Kingdom,NMVOC,2011,886.484
72256,United Kingdom,NMVOC,2012,869.245
72257,United Kingdom,NMVOC,2013,841.127
72258,United Kingdom,NMVOC,2014,826.576
72259,United Kingdom,NMVOC,2015,826.433
72260,United Kingdom,NMVOC,2016,811.678
72261,United Kingdom,NMVOC,2017,820.704
72262,United Kingdom,NMVOC,2018,836.873
72263,United Kingdom,NMVOC,2019,821.504
72265,United Kingdom,NMVOC,1990,1125.762
72266,United Kingdom,NMVOC,1991,1124.904
72267,United Kingdom,NMVOC,1992,1104.043
72268,United Kingdom,NMVOC,1993,1058.127
72269,United Kingdom,NMVOC,1994,966.443
72270,United Kingdom,NMVOC,1995,889.175
72271,United Kingdom,NMVOC,1996,875.249
72272,United Kingdom,NMVOC,1997,799.329
72273,United Kingdom,NMVOC,1998,727.076
72274,United Kingdom,NMVOC,1999,667.813
72275,United Kingdom,NMVOC,2000,588.529
72276,United Kingdom,NMVOC,2001,514.813
72277,United Kingdom,NMVOC,2002,455.761
72278,United Kingdom,NMVOC,2003,395.233
72279,United Kingdom,NMVOC,2004,347.124
72280,United Kingdom,NMVOC,2005,302.784
72281,United Kingdom,NMVOC,2006,261.335
72282,United Kingdom,NMVOC,2007,234.72
72283,United Kingdom,NMVOC,2008,204.542
72284,United Kingdom,NMVOC,2009,144.458
72285,United Kingdom,NMVOC,2010,128.114
72286,United Kingdom,NMVOC,2011,107.897
72287,United Kingdom,NMVOC,2012,96.734
72288,United Kingdom,NMVOC,2013,82.622
72289,United Kingdom,NMVOC,2014,74.842
72290,United Kingdom,NMVOC,2015,71.015
72291,United Kingdom,NMVOC,2016,66.255
72292,United Kingdom,NMVOC,2017,63.908
72293,United Kingdom,NMVOC,2018,61.166
72294,United Kingdom,NMVOC,2019,58.737
72296,United Kingdom,NMVOC,1990,1060.569
72297,United Kingdom,NMVOC,1991,1061.239
72298,United Kingdom,NMVOC,1992,1040.62
72299,United Kingdom,NMVOC,1993,994.429
72300,United Kingdom,NMVOC,1994,901.054
72301,United Kingdom,NMVOC,1995,822.757
72302,United Kingdom,NMVOC,1996,808.802
72303,United Kingdom,NMVOC,1997,733.253
72304,United Kingdom,NMVOC,1998,661.826
72305,United Kingdom,NMVOC,1999,602.83
72306,United Kingdom,NMVOC,2000,524.613
72307,United Kingdom,NMVOC,2001,451.604
72308,United Kingdom,NMVOC,2002,393.262
72309,United Kingdom,NMVOC,2003,333.624
72310,United Kingdom,NMVOC,2004,285.319
72311,United Kingdom,NMVOC,2005,243.279
72312,United Kingdom,NMVOC,2006,203.943
72313,United Kingdom,NMVOC,2007,179.307
72314,United Kingdom,NMVOC,2008,153.17
72315,United Kingdom,NMVOC,2009,100.117
72316,United Kingdom,NMVOC,2010,84.933
72317,United Kingdom,NMVOC,2011,68.908
72318,United Kingdom,NMVOC,2012,59.211
72319,United Kingdom,NMVOC,2013,50.211
72320,United Kingdom,NMVOC,2014,42.537
72321,United Kingdom,NMVOC,2015,37.825
72322,United Kingdom,NMVOC,2016,33.623
72323,United Kingdom,NMVOC,2017,30.089
72324,United Kingdom,NMVOC,2018,27.225
72325,United Kingdom,NMVOC,2019,25.618
72327,United Kingdom,NMVOC,1990,65.194
72328,United Kingdom,NMVOC,1991,63.665
72329,United Kingdom,NMVOC,1992,63.423
72330,United Kingdom,NMVOC,1993,63.698
72331,United Kingdom,NMVOC,1994,65.389
72332,United Kingdom,NMVOC,1995,66.418
72333,United Kingdom,NMVOC,1996,66.447
72334,United Kingdom,NMVOC,1997,66.077
72335,United Kingdom,NMVOC,1998,65.25
72336,United Kingdom,NMVOC,1999,64.983
72337,United Kingdom,NMVOC,2000,63.917
72338,United Kingdom,NMVOC,2001,63.21
72339,United Kingdom,NMVOC,2002,62.499
72340,United Kingdom,NMVOC,2003,61.61
72341,United Kingdom,NMVOC,2004,61.805
72342,United Kingdom,NMVOC,2005,59.505
72343,United Kingdom,NMVOC,2006,57.393
72344,United Kingdom,NMVOC,2007,55.413
72345,United Kingdom,NMVOC,2008,51.372
72346,United Kingdom,NMVOC,2009,44.341
72347,United Kingdom,NMVOC,2010,43.181
72348,United Kingdom,NMVOC,2011,38.989
72349,United Kingdom,NMVOC,2012,37.522
72350,United Kingdom,NMVOC,2013,32.411
72351,United Kingdom,NMVOC,2014,32.305
72352,United Kingdom,NMVOC,2015,33.19
72353,United Kingdom,NMVOC,2016,32.632
72354,United Kingdom,NMVOC,2017,33.819
72355,United Kingdom,NMVOC,2018,33.941
72356,United Kingdom,NMVOC,2019,33.119
72358,United Kingdom,NMVOC,1990,1803.422
72359,United Kingdom,NMVOC,1991,1762.427
72360,United Kingdom,NMVOC,1992,1699.375
72361,United Kingdom,NMVOC,1993,1625.508
72362,United Kingdom,NMVOC,1994,1561.125
72363,United Kingdom,NMVOC,1995,1499.933
72364,United Kingdom,NMVOC,1996,1468.126
72365,United Kingdom,NMVOC,1997,1442.625
72366,United Kingdom,NMVOC,1998,1381.732
72367,United Kingdom,NMVOC,1999,1240.023
72368,United Kingdom,NMVOC,2000,1180.758
72369,United Kingdom,NMVOC,2001,1158.502
72370,United Kingdom,NMVOC,2002,1112.799
72371,United Kingdom,NMVOC,2003,1071.793
72372,United Kingdom,NMVOC,2004,1006.305
72373,United Kingdom,NMVOC,2005,959.749
72374,United Kingdom,NMVOC,2006,942.99
72375,United Kingdom,NMVOC,2007,923.119
72376,United Kingdom,NMVOC,2008,864.345
72377,United Kingdom,NMVOC,2009,810.094
72378,United Kingdom,NMVOC,2010,787.666
72379,United Kingdom,NMVOC,2011,778.588
72380,United Kingdom,NMVOC,2012,772.511
72381,United Kingdom,NMVOC,2013,758.505
72382,United Kingdom,NMVOC,2014,751.734
72383,United Kingdom,NMVOC,2015,755.418
72384,United Kingdom,NMVOC,2016,745.423
72385,United Kingdom,NMVOC,2017,756.796
72386,United Kingdom,NMVOC,2018,775.707
72387,United Kingdom,NMVOC,2019,762.767
72389,United Kingdom,NMVOC,1990,7.064
72390,United Kingdom,NMVOC,1991,6.909
72391,United Kingdom,NMVOC,1992,6.514
72392,United Kingdom,NMVOC,1993,6.362
72393,United Kingdom,NMVOC,1994,7.132
72394,United Kingdom,NMVOC,1995,7.469
72395,United Kingdom,NMVOC,1996,8.039
72396,United Kingdom,NMVOC,1997,6.026
72397,United Kingdom,NMVOC,1998,4.068
72398,United Kingdom,NMVOC,1999,3.426
72399,United Kingdom,NMVOC,2000,5.124
72400,United Kingdom,NMVOC,2001,4.049
72401,United Kingdom,NMVOC,2002,6.221
72402,United Kingdom,NMVOC,2003,4.458
72403,United Kingdom,NMVOC,2004,4.384
72404,United Kingdom,NMVOC,2005,3.922
72405,United Kingdom,NMVOC,2006,4.486
72406,United Kingdom,NMVOC,2007,2.916
72407,United Kingdom,NMVOC,2008,3.035
72408,United Kingdom,NMVOC,2009,2.756
72409,United Kingdom,NMVOC,2010,2.823
72410,United Kingdom,NMVOC,2011,2.554
72411,United Kingdom,NMVOC,2012,2.562
72412,United Kingdom,NMVOC,2013,2.44
72413,United Kingdom,NMVOC,2014,2.29
72414,United Kingdom,NMVOC,2015,2.222
72415,United Kingdom,NMVOC,2016,1.885
72416,United Kingdom,NMVOC,2017,1.717
72417,United Kingdom,NMVOC,2018,1.681
72418,United Kingdom,NMVOC,2019,1.563
72420,United Kingdom,NMVOC,1990,75.568
72421,United Kingdom,NMVOC,1991,77.56
72422,United Kingdom,NMVOC,1992,72.902
72423,United Kingdom,NMVOC,1993,72.096
72424,United Kingdom,NMVOC,1994,60.921
72425,United Kingdom,NMVOC,1995,49.777
72426,United Kingdom,NMVOC,1996,52.661
72427,United Kingdom,NMVOC,1997,50.308
72428,United Kingdom,NMVOC,1998,51.119
72429,United Kingdom,NMVOC,1999,52.758
72430,United Kingdom,NMVOC,2000,43.142
72431,United Kingdom,NMVOC,2001,39.531
72432,United Kingdom,NMVOC,2002,33.707
72433,United Kingdom,NMVOC,2003,32.493
72434,United Kingdom,NMVOC,2004,32.082
72435,United Kingdom,NMVOC,2005,31.178
72436,United Kingdom,NMVOC,2006,31.617
72437,United Kingdom,NMVOC,2007,30.577
72438,United Kingdom,NMVOC,2008,28.987
72439,United Kingdom,NMVOC,2009,27.201
72440,United Kingdom,NMVOC,2010,30.888
72441,United Kingdom,NMVOC,2011,28.285
72442,United Kingdom,NMVOC,2012,29.618
72443,United Kingdom,NMVOC,2013,30.821
72444,United Kingdom,NMVOC,2014,28.825
72445,United Kingdom,NMVOC,2015,30.746
72446,United Kingdom,NMVOC,2016,30.791
72447,United Kingdom,NMVOC,2017,31.603
72448,United Kingdom,NMVOC,2018,33.433
72449,United Kingdom,NMVOC,2019,32.72
72451,United Kingdom,NMVOC,1990,9.568
72452,United Kingdom,NMVOC,1991,9.176
72453,United Kingdom,NMVOC,1992,8.972
72454,United Kingdom,NMVOC,1993,9.073
72455,United Kingdom,NMVOC,1994,9.864
72456,United Kingdom,NMVOC,1995,9.925
72457,United Kingdom,NMVOC,1996,10.295
72458,United Kingdom,NMVOC,1997,10.482
72459,United Kingdom,NMVOC,1998,10.155
72460,United Kingdom,NMVOC,1999,9.558
72461,United Kingdom,NMVOC,2000,9.35
72462,United Kingdom,NMVOC,2001,9.081
72463,United Kingdom,NMVOC,2002,7.914
72464,United Kingdom,NMVOC,2003,8.116
72465,United Kingdom,NMVOC,2004,8.069
72466,United Kingdom,NMVOC,2005,8.127
72467,United Kingdom,NMVOC,2006,7.247
72468,United Kingdom,NMVOC,2007,7.292
72469,United Kingdom,NMVOC,2008,7.103
72470,United Kingdom,NMVOC,2009,6.477
72471,United Kingdom,NMVOC,2010,6.698
72472,United Kingdom,NMVOC,2011,6.498
72473,United Kingdom,NMVOC,2012,6.474
72474,United Kingdom,NMVOC,2013,6.906
72475,United Kingdom,NMVOC,2014,7.35
72476,United Kingdom,NMVOC,2015,7.319
72477,United Kingdom,NMVOC,2016,6.866
72478,United Kingdom,NMVOC,2017,6.777
72479,United Kingdom,NMVOC,2018,6.974
72480,United Kingdom,NMVOC,2019,7.056
72482,United Kingdom,NMVOC,1990,65.999
72483,United Kingdom,NMVOC,1991,68.383
72484,United Kingdom,NMVOC,1992,63.93
72485,United Kingdom,NMVOC,1993,63.023
72486,United Kingdom,NMVOC,1994,51.057
72487,United Kingdom,NMVOC,1995,39.852
72488,United Kingdom,NMVOC,1996,42.365
72489,United Kingdom,NMVOC,1997,39.826
